booking_id,arrival_date,departure_date,room_cat_id,guests,channel,rate_paid_eur,days_before_arrival,status
BK-01837,2025-07-02,2025-07-03,dob-001,2,DIRECT,126.65,23,CONFIRMED
BK-01838,2025-07-02,2025-07-04,sup-001,1,DIRECT,156.2,0,CONFIRMED
BK-01839,2025-07-02,2025-07-07,sup-001,2,DIRECT,158.55,10,CONFIRMED
BK-01840,2025-07-02,2025-07-04,dob-001,2,DIRECT,117.97,0,CONFIRMED
BK-01841,2025-07-02,2025-07-04,dob-001,2,AIRBNB,111.45,0,CONFIRMED
BK-01842,2025-07-02,2025-07-03,dob-001,1,EXPEDIA,115.52,10,CONFIRMED
BK-01843,2025-07-03,2025-07-06,dob-001,1,BOOKING,115.19,0,CONFIRMED
BK-01844,2025-07-03,2025-07-06,dob-001,2,BOOKING,109.67,25,CONFIRMED
BK-01845,2025-07-03,2025-07-05,sup-001,2,DIRECT,164.1,8,CONFIRMED
BK-01846,2025-07-03,2025-07-04,dob-001,1,DIRECT,126.35,0,CONFIRMED
BK-01847,2025-07-03,2025-07-05,dob-001,1,AIRBNB,111.1,0,CONFIRMED
BK-01848,2025-07-03,2025-07-04,dob-001,2,DIRECT,118.97,3,CONFIRMED
BK-01849,2025-07-03,2025-07-07,dob-001,2,DIRECT,125.83,2,CONFIRMED
BK-01850,2025-07-03,2025-07-05,sup-001,2,BOOKING,152.2,11,CONFIRMED
BK-01851,2025-07-04,2025-07-05,dob-001,2,BOOKING,135.28,28,CONFIRMED
BK-01852,2025-07-04,2025-07-05,dob-001,2,DIRECT,147.66,19,CANCELLED
BK-01853,2025-07-04,2025-07-09,sup-001,2,DIRECT,196.41,1,CONFIRMED
BK-01854,2025-07-04,2025-07-05,sup-001,2,DIRECT,194.92,14,CONFIRMED
BK-01855,2025-07-04,2025-07-07,dob-001,1,DIRECT,156.88,10,CONFIRMED
BK-01856,2025-07-04,2025-07-05,dob-001,1,DIRECT,157.3,12,CONFIRMED
BK-01857,2025-07-04,2025-07-05,dob-001,2,EXPEDIA,142.83,15,CONFIRMED
BK-01858,2025-07-04,2025-07-06,sup-001,2,DIRECT,197.55,2,CONFIRMED
BK-01859,2025-07-05,2025-07-07,dob-001,1,BOOKING,140.96,17,CONFIRMED
BK-01860,2025-07-05,2025-07-07,sui-001,2,DIRECT,256.42,19,CONFIRMED
BK-01861,2025-07-05,2025-07-07,dob-001,1,DIRECT,144.54,20,CONFIRMED
BK-01862,2025-07-05,2025-07-07,sup-001,2,BOOKING,173.1,19,CONFIRMED
BK-01863,2025-07-05,2025-07-07,sup-001,1,AIRBNB,175.34,13,CONFIRMED
BK-01864,2025-07-05,2025-07-08,sui-001,1,BOOKING,247.43,0,CONFIRMED
BK-01865,2025-07-05,2025-07-06,sui-001,2,BOOKING,245.77,17,CONFIRMED
BK-01866,2025-07-05,2025-07-07,sup-001,2,BOOKING,189.05,22,CONFIRMED
BK-01867,2025-07-06,2025-07-08,dob-001,2,EXPEDIA,108.3,9,CANCELLED
BK-01868,2025-07-06,2025-07-07,dob-001,1,DIRECT,122.44,8,CONFIRMED
BK-01869,2025-07-06,2025-07-10,sup-001,2,DIRECT,157.01,18,CONFIRMED
BK-01870,2025-07-06,2025-07-08,dob-001,1,DIRECT,118.71,4,CONFIRMED
BK-01871,2025-07-06,2025-07-10,dob-001,2,AIRBNB,111.47,0,CONFIRMED
BK-01872,2025-07-06,2025-07-10,sui-001,1,DIRECT,214.5,0,CONFIRMED
BK-01873,2025-07-06,2025-07-08,sui-001,1,DIRECT,209.33,16,CONFIRMED
BK-01874,2025-07-06,2025-07-07,dob-001,2,DIRECT,119.12,11,CONFIRMED
BK-01875,2025-07-07,2025-07-10,dob-001,2,EXPEDIA,110.61,4,CONFIRMED
BK-01876,2025-07-07,2025-07-09,dob-001,1,AIRBNB,111.66,0,CONFIRMED
BK-01877,2025-07-07,2025-07-08,sui-001,3,BOOKING,203.8,3,CONFIRMED
BK-01878,2025-07-07,2025-07-08,sup-001,2,DIRECT,159.74,0,CONFIRMED
BK-01879,2025-07-07,2025-07-10,dob-001,2,EXPEDIA,114.91,2,CONFIRMED
BK-01880,2025-07-07,2025-07-12,dob-001,1,EXPEDIA,118.44,1,CONFIRMED
BK-01881,2025-07-07,2025-07-08,sup-001,1,AIRBNB,141.92,17,CONFIRMED
BK-01882,2025-07-07,2025-07-09,dob-001,2,EXPEDIA,118.77,19,CONFIRMED
BK-01883,2025-07-08,2025-07-09,sui-001,2,DIRECT,225.74,12,CONFIRMED
BK-01884,2025-07-08,2025-07-11,sup-001,2,BOOKING,154.47,0,CONFIRMED
BK-01885,2025-07-08,2025-07-10,dob-001,1,BOOKING,116.1,17,CONFIRMED
BK-01886,2025-07-08,2025-07-10,sup-001,2,DIRECT,165.98,2,CONFIRMED
BK-01887,2025-07-08,2025-07-11,dob-001,1,DIRECT,124.85,7,CONFIRMED
BK-01888,2025-07-08,2025-07-11,dob-001,1,AIRBNB,111.48,3,CONFIRMED
BK-01889,2025-07-08,2025-07-09,dob-001,1,DIRECT,127.12,7,CANCELLED
BK-01890,2025-07-08,2025-07-09,dob-001,1,EXPEDIA,109.68,14,CONFIRMED
BK-01891,2025-07-09,2025-07-11,dob-001,1,DIRECT,121.93,1,CANCELLED
BK-01892,2025-07-09,2025-07-10,sup-001,1,BOOKING,148.57,10,CONFIRMED
BK-01893,2025-07-09,2025-07-11,dob-001,2,DIRECT,125.59,6,CONFIRMED
BK-01894,2025-07-09,2025-07-10,sui-001,1,BOOKING,201.9,8,CONFIRMED
BK-01895,2025-07-09,2025-07-14,dob-001,1,BOOKING,113.71,0,CONFIRMED
BK-01896,2025-07-09,2025-07-10,dob-001,2,EXPEDIA,113.48,8,CANCELLED
BK-01897,2025-07-09,2025-07-10,sup-001,1,AIRBNB,135.92,9,CONFIRMED
BK-01898,2025-07-09,2025-07-10,dob-001,2,DIRECT,128.48,0,CONFIRMED
BK-01899,2025-07-10,2025-07-12,dob-001,2,BOOKING,108.86,16,CONFIRMED
BK-01900,2025-07-10,2025-07-12,sup-001,2,BOOKING,142.28,2,CONFIRMED
BK-01901,2025-07-10,2025-07-11,dob-001,1,DIRECT,117.03,9,CONFIRMED
BK-01902,2025-07-10,2025-07-13,sup-001,2,AIRBNB,135.45,14,CONFIRMED
BK-01903,2025-07-10,2025-07-12,dob-001,1,EXPEDIA,109.46,2,CONFIRMED
BK-01904,2025-07-10,2025-07-12,dob-001,2,AIRBNB,106.86,0,CONFIRMED
BK-01905,2025-07-10,2025-07-11,sup-001,2,BOOKING,143.99,13,CONFIRMED
BK-01906,2025-07-10,2025-07-11,sup-001,1,DIRECT,156.77,11,CANCELLED
BK-01907,2025-07-11,2025-07-14,dob-001,2,AIRBNB,135.62,20,CONFIRMED
BK-01908,2025-07-11,2025-07-17,dob-001,1,BOOKING,144.52,25,CONFIRMED
BK-01909,2025-07-11,2025-07-12,dob-001,1,BOOKING,133.58,24,CONFIRMED
BK-01910,2025-07-11,2025-07-13,dob-001,2,DIRECT,144.23,25,CONFIRMED
BK-01911,2025-07-11,2025-07-12,sui-001,3,AIRBNB,233.0,18,CONFIRMED
BK-01912,2025-07-11,2025-07-12,dob-001,2,BOOKING,135.48,24,CONFIRMED
BK-01913,2025-07-11,2025-07-13,dob-001,1,AIRBNB,130.05,26,CONFIRMED
BK-01914,2025-07-11,2025-07-14,sup-001,1,BOOKING,173.42,12,CONFIRMED
BK-01915,2025-07-12,2025-07-15,dob-001,1,EXPEDIA,141.94,23,CONFIRMED
BK-01916,2025-07-12,2025-07-14,sui-001,2,DIRECT,275.77,9,CONFIRMED
BK-01917,2025-07-12,2025-07-14,sup-001,2,DIRECT,186.73,15,CONFIRMED
BK-01918,2025-07-12,2025-07-13,dob-001,1,AIRBNB,131.68,3,CONFIRMED
BK-01919,2025-07-12,2025-07-14,dob-001,2,EXPEDIA,137.75,5,CONFIRMED
BK-01920,2025-07-12,2025-07-14,sui-001,3,BOOKING,250.58,12,CONFIRMED
BK-01921,2025-07-12,2025-07-14,sui-001,2,EXPEDIA,241.91,23,CONFIRMED
BK-01922,2025-07-12,2025-07-14,dob-001,1,DIRECT,148.48,20,CONFIRMED
BK-01923,2025-07-13,2025-07-14,dob-001,2,AIRBNB,111.83,3,CONFIRMED
BK-01924,2025-07-13,2025-07-14,dob-001,2,DIRECT,126.42,11,CONFIRMED
BK-01925,2025-07-13,2025-07-14,sui-001,2,EXPEDIA,195.93,1,CONFIRMED
BK-01926,2025-07-13,2025-07-15,sup-001,2,DIRECT,161.23,13,CONFIRMED
BK-01927,2025-07-13,2025-07-15,dob-001,1,EXPEDIA,113.82,1,CONFIRMED
BK-01928,2025-07-13,2025-07-15,dob-001,1,BOOKING,111.18,7,CONFIRMED
BK-01929,2025-07-13,2025-07-16,sui-001,1,AIRBNB,188.67,21,CONFIRMED
BK-01930,2025-07-13,2025-07-15,sui-001,2,DIRECT,205.79,0,CONFIRMED
BK-01931,2025-07-14,2025-07-19,dob-001,2,BOOKING,112.42,10,CONFIRMED
BK-01932,2025-07-14,2025-07-15,sup-001,1,EXPEDIA,143.84,10,CONFIRMED
BK-01933,2025-07-14,2025-07-18,sup-001,1,EXPEDIA,144.86,6,CONFIRMED
BK-01934,2025-07-14,2025-07-15,sup-001,1,BOOKING,148.29,6,CONFIRMED
BK-01935,2025-07-14,2025-07-16,dob-001,1,EXPEDIA,117.49,4,CONFIRMED
BK-01936,2025-07-14,2025-07-15,sui-001,3,BOOKING,204.3,11,CONFIRMED
BK-01937,2025-07-14,2025-07-15,sui-001,1,BOOKING,192.83,8,CONFIRMED
BK-01938,2025-07-14,2025-07-15,dob-001,1,DIRECT,124.1,14,CONFIRMED
BK-01939,2025-07-15,2025-07-16,sup-001,1,DIRECT,162.83,5,CONFIRMED
BK-01940,2025-07-15,2025-07-17,dob-001,2,BOOKING,118.35,0,CONFIRMED
BK-01941,2025-07-15,2025-07-17,dob-001,1,BOOKING,115.21,0,CONFIRMED
BK-01942,2025-07-15,2025-07-17,dob-001,2,BOOKING,117.28,0,CONFIRMED
BK-01943,2025-07-15,2025-07-16,dob-001,1,BOOKING,113.65,8,CONFIRMED
BK-01944,2025-07-15,2025-07-19,dob-001,2,DIRECT,126.81,16,CONFIRMED
BK-01945,2025-07-15,2025-07-16,dob-001,2,BOOKING,111.21,9,CONFIRMED
BK-01946,2025-07-15,2025-07-16,dob-001,2,AIRBNB,112.13,5,CONFIRMED
BK-01947,2025-07-16,2025-07-18,sup-001,2,EXPEDIA,141.21,0,CANCELLED
BK-01948,2025-07-16,2025-07-17,sui-001,1,EXPEDIA,208.12,15,CONFIRMED
BK-01949,2025-07-16,2025-07-17,dob-001,1,AIRBNB,108.52,7,CANCELLED
BK-01950,2025-07-16,2025-07-17,dob-001,2,DIRECT,128.71,12,CONFIRMED
BK-01951,2025-07-16,2025-07-17,sui-001,3,BOOKING,193.42,8,CONFIRMED
BK-01952,2025-07-16,2025-07-17,sup-001,2,DIRECT,153.05,19,CONFIRMED
BK-01953,2025-07-16,2025-07-18,dob-001,1,EXPEDIA,118.05,7,CANCELLED
BK-01954,2025-07-16,2025-07-18,sup-001,2,DIRECT,153.22,7,CONFIRMED
BK-01955,2025-07-17,2025-07-18,dob-001,2,DIRECT,119.99,1,CONFIRMED
BK-01956,2025-07-17,2025-07-18,dob-001,2,DIRECT,117.79,4,CONFIRMED
BK-01957,2025-07-17,2025-07-18,dob-001,2,BOOKING,112.9,0,CONFIRMED
BK-01958,2025-07-17,2025-07-21,dob-001,1,AIRBNB,110.66,12,CONFIRMED
BK-01959,2025-07-17,2025-07-19,sup-001,2,BOOKING,142.93,0,CONFIRMED
BK-01960,2025-07-17,2025-07-18,sup-001,2,DIRECT,157.06,7,CONFIRMED
BK-01961,2025-07-17,2025-07-18,dob-001,1,DIRECT,127.62,4,CONFIRMED
BK-01962,2025-07-17,2025-07-19,sup-001,2,BOOKING,140.13,3,CONFIRMED
BK-01963,2025-07-18,2025-07-19,dob-001,2,BOOKING,139.27,22,CONFIRMED
BK-01964,2025-07-18,2025-07-22,dob-001,2,AIRBNB,127.46,6,CONFIRMED
BK-01965,2025-07-18,2025-07-19,dob-001,2,EXPEDIA,140.13,6,CONFIRMED
BK-01966,2025-07-18,2025-07-21,sui-001,2,BOOKING,256.16,23,CONFIRMED
BK-01967,2025-07-18,2025-07-24,dob-001,2,DIRECT,152.0,20,CONFIRMED
BK-01968,2025-07-18,2025-07-19,dob-001,2,EXPEDIA,137.43,15,CONFIRMED
BK-01969,2025-07-18,2025-07-20,dob-001,2,DIRECT,155.92,14,CONFIRMED
BK-01970,2025-07-18,2025-07-20,sup-001,2,DIRECT,193.53,11,CANCELLED
BK-01971,2025-07-19,2025-07-20,sup-001,1,EXPEDIA,179.31,17,CONFIRMED
BK-01972,2025-07-19,2025-07-20,dob-001,2,DIRECT,152.73,11,CONFIRMED
BK-01973,2025-07-19,2025-07-22,dob-001,2,DIRECT,145.1,14,CONFIRMED
BK-01974,2025-07-19,2025-07-20,sui-001,1,BOOKING,257.61,13,CONFIRMED
BK-01975,2025-07-19,2025-07-21,sui-001,2,DIRECT,274.75,0,CONFIRMED
BK-01976,2025-07-19,2025-07-20,sui-001,3,BOOKING,241.62,0,CONFIRMED
BK-01977,2025-07-19,2025-07-21,sup-001,2,EXPEDIA,186.46,6,CONFIRMED
BK-01978,2025-07-19,2025-07-22,dob-001,1,BOOKING,137.65,0,CANCELLED
BK-01979,2025-07-20,2025-07-26,sui-001,2,DIRECT,216.65,6,CONFIRMED
BK-01980,2025-07-20,2025-07-21,sui-001,2,AIRBNB,181.92,20,CONFIRMED
BK-01981,2025-07-20,2025-07-21,dob-001,2,EXPEDIA,113.79,10,CONFIRMED
BK-01982,2025-07-20,2025-07-21,sui-001,3,DIRECT,222.25,9,CONFIRMED
BK-01983,2025-07-20,2025-07-22,dob-001,2,DIRECT,123.02,8,CONFIRMED
BK-01984,2025-07-20,2025-07-22,sui-001,3,BOOKING,201.71,21,CONFIRMED
BK-01985,2025-07-20,2025-07-21,dob-001,1,DIRECT,117.07,17,CONFIRMED
BK-01986,2025-07-20,2025-07-22,dob-001,2,DIRECT,124.94,13,CONFIRMED
BK-01987,2025-07-21,2025-07-22,sui-001,1,DIRECT,222.5,0,NO_SHOW
BK-01988,2025-07-21,2025-07-23,dob-001,2,DIRECT,117.44,14,CONFIRMED
BK-01989,2025-07-21,2025-07-26,sup-001,2,BOOKING,154.52,10,CONFIRMED
BK-01990,2025-07-21,2025-07-23,dob-001,2,BOOKING,111.54,13,CONFIRMED
BK-01991,2025-07-21,2025-07-23,dob-001,2,DIRECT,125.45,14,CONFIRMED
BK-01992,2025-07-21,2025-07-24,dob-001,2,EXPEDIA,112.39,12,CONFIRMED
BK-01993,2025-07-21,2025-07-22,dob-001,2,EXPEDIA,111.83,8,CONFIRMED
BK-01994,2025-07-21,2025-07-22,dob-001,1,DIRECT,124.2,27,CONFIRMED
BK-01995,2025-07-22,2025-07-23,dob-001,1,BOOKING,114.9,8,CONFIRMED
BK-01996,2025-07-22,2025-07-23,sup-001,2,DIRECT,159.86,0,CANCELLED
BK-01997,2025-07-22,2025-07-26,sup-001,2,DIRECT,152.13,9,CONFIRMED
BK-01998,2025-07-22,2025-07-25,dob-001,1,DIRECT,125.07,10,CONFIRMED
BK-01999,2025-07-22,2025-07-24,dob-001,1,DIRECT,120.84,14,CONFIRMED
BK-02000,2025-07-22,2025-07-24,sui-001,1,EXPEDIA,208.56,5,CONFIRMED
BK-02001,2025-07-22,2025-07-24,dob-001,1,AIRBNB,113.25,7,CONFIRMED
BK-02002,2025-07-22,2025-07-24,sui-001,3,BOOKING,203.72,16,CONFIRMED
BK-02003,2025-07-23,2025-07-24,sup-001,2,DIRECT,156.37,2,CONFIRMED
BK-02004,2025-07-23,2025-07-25,sup-001,2,BOOKING,154.52,6,CONFIRMED
BK-02005,2025-07-23,2025-07-25,sup-001,2,BOOKING,147.94,0,CONFIRMED
BK-02006,2025-07-23,2025-07-25,dob-001,1,DIRECT,124.68,10,CONFIRMED
BK-02007,2025-07-23,2025-07-25,sup-001,2,AIRBNB,137.3,3,CANCELLED
BK-02008,2025-07-23,2025-07-24,sup-001,2,DIRECT,154.73,3,CONFIRMED
BK-02009,2025-07-23,2025-07-24,sui-001,2,DIRECT,213.24,14,CONFIRMED
BK-02010,2025-07-23,2025-07-27,dob-001,1,EXPEDIA,114.53,4,CONFIRMED
BK-02011,2025-07-24,2025-07-26,dob-001,2,AIRBNB,103.44,3,CONFIRMED
BK-02012,2025-07-24,2025-07-25,sui-001,2,EXPEDIA,194.21,15,CONFIRMED
BK-02013,2025-07-24,2025-07-26,sui-001,2,DIRECT,218.62,5,CONFIRMED
BK-02014,2025-07-24,2025-07-25,sui-001,3,DIRECT,218.85,4,CONFIRMED
BK-02015,2025-07-24,2025-07-25,sup-001,1,AIRBNB,137.22,20,CONFIRMED
BK-02016,2025-07-24,2025-07-26,dob-001,2,DIRECT,127.47,16,CONFIRMED
BK-02017,2025-07-24,2025-07-25,dob-001,2,EXPEDIA,113.44,10,CANCELLED
BK-02018,2025-07-24,2025-07-26,dob-001,2,EXPEDIA,115.92,6,CONFIRMED
BK-02019,2025-07-25,2025-07-26,dob-001,1,EXPEDIA,143.61,22,CONFIRMED
BK-02020,2025-07-25,2025-07-27,sui-001,3,AIRBNB,225.61,36,NO_SHOW
BK-02021,2025-07-25,2025-07-27,dob-001,1,EXPEDIA,138.2,14,NO_SHOW
BK-02022,2025-07-25,2025-07-27,dob-001,2,DIRECT,147.32,4,CONFIRMED
BK-02023,2025-07-25,2025-07-27,dob-001,2,EXPEDIA,142.65,21,CONFIRMED
BK-02024,2025-07-25,2025-07-27,sui-001,2,EXPEDIA,238.39,13,CONFIRMED
BK-02025,2025-07-25,2025-07-27,dob-001,1,DIRECT,150.4,27,NO_SHOW
BK-02026,2025-07-25,2025-07-29,sui-001,1,AIRBNB,235.7,8,CONFIRMED
BK-02027,2025-07-26,2025-07-27,sup-001,2,DIRECT,198.37,12,NO_SHOW
BK-02028,2025-07-26,2025-07-29,dob-001,1,DIRECT,148.55,4,CONFIRMED
BK-02029,2025-07-26,2025-07-27,sui-001,3,DIRECT,256.24,13,CONFIRMED
BK-02030,2025-07-26,2025-07-27,dob-001,2,DIRECT,148.78,23,CONFIRMED
BK-02031,2025-07-26,2025-07-27,dob-001,1,AIRBNB,134.8,29,CONFIRMED
BK-02032,2025-07-26,2025-07-27,sui-001,2,DIRECT,275.76,0,CONFIRMED
BK-02033,2025-07-26,2025-07-27,dob-001,1,EXPEDIA,141.03,20,CONFIRMED
BK-02034,2025-07-26,2025-07-29,sui-001,2,BOOKING,240.8,3,CONFIRMED
BK-02035,2025-07-27,2025-07-28,sup-001,2,AIRBNB,142.1,13,CONFIRMED
BK-02036,2025-07-27,2025-07-28,dob-001,2,DIRECT,118.28,3,CONFIRMED
BK-02037,2025-07-27,2025-07-29,dob-001,2,BOOKING,117.35,0,CONFIRMED
BK-02038,2025-07-27,2025-07-28,dob-001,2,BOOKING,115.49,2,CONFIRMED
BK-02039,2025-07-27,2025-07-28,dob-001,1,EXPEDIA,119.58,12,CANCELLED
BK-02040,2025-07-27,2025-07-29,dob-001,2,DIRECT,119.27,0,CONFIRMED
BK-02041,2025-07-27,2025-07-28,sup-001,2,DIRECT,157.51,0,CONFIRMED
BK-02042,2025-07-27,2025-07-30,sup-001,1,DIRECT,153.06,5,CONFIRMED
BK-02043,2025-07-28,2025-07-30,dob-001,2,BOOKING,109.76,8,CONFIRMED
BK-02044,2025-07-28,2025-07-30,dob-001,2,DIRECT,117.46,11,CONFIRMED
BK-02045,2025-07-28,2025-07-30,sui-001,3,EXPEDIA,200.99,10,CONFIRMED
BK-02046,2025-07-28,2025-07-30,sup-001,1,EXPEDIA,142.93,24,CONFIRMED
BK-02047,2025-07-28,2025-07-30,dob-001,2,EXPEDIA,116.06,0,CONFIRMED
BK-02048,2025-07-28,2025-07-29,dob-001,1,BOOKING,118.22,12,CONFIRMED
BK-02049,2025-07-28,2025-07-30,sui-001,3,BOOKING,192.69,6,CONFIRMED
BK-02050,2025-07-28,2025-07-31,sup-001,2,EXPEDIA,141.51,14,CONFIRMED
BK-02051,2025-07-29,2025-07-30,dob-001,2,DIRECT,122.56,7,CONFIRMED
BK-02052,2025-07-29,2025-07-30,dob-001,2,DIRECT,128.83,4,CONFIRMED
BK-02053,2025-07-29,2025-07-31,dob-001,1,BOOKING,119.55,2,CONFIRMED
BK-02054,2025-07-29,2025-07-31,sup-001,1,DIRECT,155.13,1,CONFIRMED
BK-02055,2025-07-29,2025-08-01,dob-001,1,BOOKING,109.52,23,CONFIRMED
BK-02056,2025-07-29,2025-07-30,sui-001,3,DIRECT,223.13,13,CANCELLED
BK-02057,2025-07-29,2025-08-02,sup-001,2,AIRBNB,137.47,24,CANCELLED
BK-02058,2025-07-29,2025-07-31,sup-001,1,BOOKING,141.48,7,CONFIRMED
BK-02059,2025-07-30,2025-08-01,dob-001,2,DIRECT,128.79,0,CONFIRMED
BK-02060,2025-07-30,2025-07-31,sup-001,2,BOOKING,144.67,0,CONFIRMED
BK-02061,2025-07-30,2025-07-31,sui-001,2,EXPEDIA,203.29,0,CONFIRMED
BK-02062,2025-07-30,2025-08-02,dob-001,2,DIRECT,122.04,10,CONFIRMED
BK-02063,2025-07-30,2025-07-31,sui-001,3,EXPEDIA,193.88,14,CONFIRMED
BK-02064,2025-07-30,2025-07-31,dob-001,2,AIRBNB,109.85,15,NO_SHOW
BK-02065,2025-07-30,2025-08-02,sui-001,3,DIRECT,217.58,11,CONFIRMED
BK-02066,2025-07-30,2025-08-03,sup-001,2,DIRECT,153.73,9,CONFIRMED
BK-02067,2025-07-31,2025-08-02,sup-001,2,AIRBNB,134.29,11,NO_SHOW
BK-02068,2025-07-31,2025-08-01,dob-001,1,BOOKING,118.96,0,CONFIRMED
BK-02069,2025-07-31,2025-08-02,sup-001,2,DIRECT,154.14,0,NO_SHOW
BK-02070,2025-07-31,2025-08-01,sui-001,2,DIRECT,208.95,2,CONFIRMED
BK-02071,2025-07-31,2025-08-01,dob-001,2,BOOKING,112.48,5,CONFIRMED
BK-02072,2025-07-31,2025-08-02,sup-001,2,EXPEDIA,152.16,0,CONFIRMED
BK-02073,2025-07-31,2025-08-01,dob-001,1,DIRECT,118.01,11,CONFIRMED
BK-02074,2025-07-31,2025-08-01,dob-001,2,BOOKING,110.19,0,CONFIRMED
BK-02075,2025-08-01,2025-08-03,sup-001,2,AIRBNB,173.82,0,CANCELLED
BK-02076,2025-08-01,2025-08-03,dob-001,2,EXPEDIA,136.45,0,CONFIRMED
BK-02077,2025-08-01,2025-08-02,dob-001,2,EXPEDIA,144.64,0,CONFIRMED
BK-02078,2025-08-01,2025-08-02,sui-001,3,DIRECT,254.59,0,CONFIRMED
BK-02079,2025-08-01,2025-08-03,sup-001,1,DIRECT,197.1,0,CONFIRMED
BK-02080,2025-08-01,2025-08-03,dob-001,2,EXPEDIA,135.95,9,CONFIRMED
BK-02081,2025-08-01,2025-08-03,sui-001,1,DIRECT,266.48,10,CONFIRMED
BK-02082,2025-08-01,2025-08-03,dob-001,1,DIRECT,156.66,12,CONFIRMED
BK-02083,2025-08-02,2025-08-04,dob-001,1,EXPEDIA,135.5,12,CONFIRMED
BK-02084,2025-08-02,2025-08-03,dob-001,1,BOOKING,139.9,9,CONFIRMED
BK-02085,2025-08-02,2025-08-08,sup-001,1,DIRECT,186.6,28,CONFIRMED
BK-02086,2025-08-02,2025-08-03,sup-001,2,DIRECT,197.61,16,CONFIRMED
BK-02087,2025-08-02,2025-08-03,dob-001,1,AIRBNB,137.26,4,CONFIRMED
BK-02088,2025-08-02,2025-08-04,sup-001,2,EXPEDIA,184.54,11,CONFIRMED
BK-02089,2025-08-02,2025-08-04,sup-001,1,DIRECT,199.22,8,CONFIRMED
BK-02090,2025-08-02,2025-08-03,dob-001,2,BOOKING,145.0,12,CONFIRMED
BK-02091,2025-08-03,2025-08-05,dob-001,1,DIRECT,124.34,5,CONFIRMED
BK-02092,2025-08-03,2025-08-04,dob-001,1,DIRECT,121.41,7,CONFIRMED
BK-02093,2025-08-03,2025-08-05,dob-001,2,BOOKING,110.9,10,CONFIRMED
BK-02094,2025-08-03,2025-08-05,dob-001,2,BOOKING,112.58,11,CONFIRMED
BK-02095,2025-08-03,2025-08-05,dob-001,1,BOOKING,114.66,0,CONFIRMED
BK-02096,2025-08-03,2025-08-05,sup-001,2,DIRECT,166.01,14,CONFIRMED
BK-02097,2025-08-03,2025-08-04,sui-001,2,DIRECT,222.68,12,CONFIRMED
BK-02098,2025-08-03,2025-08-05,dob-001,1,BOOKING,111.25,11,CONFIRMED
BK-02099,2025-08-04,2025-08-05,sui-001,2,AIRBNB,194.53,0,CANCELLED
BK-02100,2025-08-04,2025-08-05,dob-001,1,DIRECT,125.54,6,CONFIRMED
BK-02101,2025-08-04,2025-08-05,sup-001,2,DIRECT,153.6,6,CONFIRMED
BK-02102,2025-08-04,2025-08-05,dob-001,1,EXPEDIA,114.32,0,CONFIRMED
BK-02103,2025-08-04,2025-08-05,dob-001,1,EXPEDIA,119.5,9,CONFIRMED
BK-02104,2025-08-04,2025-08-05,dob-001,2,EXPEDIA,108.78,1,CONFIRMED
BK-02105,2025-08-04,2025-08-05,dob-001,1,EXPEDIA,118.69,2,CONFIRMED
BK-02106,2025-08-04,2025-08-05,dob-001,2,BOOKING,111.61,24,CONFIRMED
BK-02107,2025-08-05,2025-08-08,sup-001,2,BOOKING,148.08,6,CONFIRMED
BK-02108,2025-08-05,2025-08-06,dob-001,1,AIRBNB,107.93,0,CANCELLED
BK-02109,2025-08-05,2025-08-06,sui-001,1,EXPEDIA,194.29,19,CONFIRMED
BK-02110,2025-08-05,2025-08-06,sui-001,2,EXPEDIA,194.67,11,CONFIRMED
BK-02111,2025-08-05,2025-08-07,dob-001,1,BOOKING,115.14,9,CONFIRMED
BK-02112,2025-08-05,2025-08-07,dob-001,2,EXPEDIA,110.56,8,CONFIRMED
BK-02113,2025-08-05,2025-08-07,sup-001,1,DIRECT,165.11,4,CONFIRMED
BK-02114,2025-08-05,2025-08-07,sui-001,3,AIRBNB,189.62,11,CONFIRMED
BK-02115,2025-08-06,2025-08-07,sup-001,2,BOOKING,152.61,0,CONFIRMED
BK-02116,2025-08-06,2025-08-07,sui-001,3,DIRECT,205.32,11,NO_SHOW
BK-02117,2025-08-06,2025-08-08,dob-001,1,DIRECT,121.61,11,CONFIRMED
BK-02118,2025-08-06,2025-08-08,dob-001,1,DIRECT,118.44,4,CANCELLED
BK-02119,2025-08-06,2025-08-07,sup-001,2,DIRECT,153.21,0,CONFIRMED
BK-02120,2025-08-06,2025-08-07,dob-001,1,DIRECT,126.47,16,CONFIRMED
BK-02121,2025-08-06,2025-08-08,dob-001,1,DIRECT,126.28,11,CONFIRMED
BK-02122,2025-08-06,2025-08-07,dob-001,2,EXPEDIA,114.07,0,CONFIRMED
BK-02123,2025-08-07,2025-08-09,dob-001,2,DIRECT,127.52,16,CONFIRMED
BK-02124,2025-08-07,2025-08-09,dob-001,2,BOOKING,115.49,2,CONFIRMED
BK-02125,2025-08-07,2025-08-08,sup-001,2,BOOKING,150.1,7,CONFIRMED
BK-02126,2025-08-07,2025-08-08,dob-001,1,EXPEDIA,110.5,4,CONFIRMED
BK-02127,2025-08-07,2025-08-09,sui-001,2,DIRECT,205.27,19,CONFIRMED
BK-02128,2025-08-07,2025-08-09,dob-001,2,DIRECT,119.12,14,CONFIRMED
BK-02129,2025-08-07,2025-08-10,dob-001,2,BOOKING,113.83,10,CONFIRMED
